"IPI Accession"	"IPI Description"	"Main Class"	Classification	"Protein coding"	"Phobius TM"	"Phobius SP"	"Phobius Topology"	"SOSUI TM"	"SOSUI TOPOLOGY"	"TMHMM TM"	"TMHMM Topology"
IPI00007806	"STOML1 Isoform 1 of Stomatin-like protein 1"	Unclassified	Unclassified	Valid	1	0	o58-79i	1	57-79	1	i57-79o
IPI00152125	"STOML3 Stomatin-like protein 3"	Unclassified	Unclassified	Valid	1	0	o29-51i	2	29-51,75-97	1	i26-48o
IPI00103521	"STON2 Isoform 1 of Stonin-2"	Unclassified	Unclassified	Valid	1	0	o885-904i	1	875-897	0	o
IPI00877087	"STRA6 Isoform 4 of Stimulated by retinoic acid gene 6 protein homolog"	Unclassified	Unclassified	Valid	10	0	o90-110i140-158o196-221i242-262o335-357i364-384o396-420i469-494o514-536i548-570o	11	89-110,141-163,183-205,211-233,240-262,335-357,367-389,402-424,471-493,513-535,553-575	8	o88-110i242-264o335-357i364-383o398-420i470-492o512-534i547-569o
IPI00027194	"STX18 Syntaxin-18"	Unclassified	Unclassified	Valid	1	0	o312-333i	1	309-330	1	i311-333o
IPI00103878	"STXBP2 Putative uncharacterized protein pp10122"	Unclassified	Unclassified	Valid	4	0	o6-33i40-65o71-96i108-132o	7	1-23,34-56,68-90,100-122,132-154,169-191,210-232	6	o15-37i44-66o70-92i104-126o131-153i174-196o
IPI00745078	"SUNC1 23 kDa protein"	Unclassified	Unclassified	Valid	1	0	i47-67o	0	0	1	i45-67o
IPI00642942	"SURF1 Surfeit 1"	Unclassified	Unclassified	Valid	2	0	o43-61i242-260o	0	0	1	o42-61i
IPI00005737	"SURF4 Isoform 1 of Surfeit locus protein 4"	Unclassified	Unclassified	Valid	7	0	o63-85i92-111o117-134i155-173o179-199i206-227o239-260i	5	64-86,94-116,166-188,202-224,239-260	5	o63-85i92-114o177-199i206-225o240-262i
IPI00748358	"SUSD1 Isoform 1 of Sushi domain-containing protein 1 precursor"	Unclassified	Unclassified	Valid	1	Y	n14-24c29/30o721-744i	1	692-714	1	o693-715i
IPI00021302	"SUSD2 Sushi domain-containing protein 2 precursor"	Unclassified	Unclassified	Valid	1	Y	n4-15c27/28o784-808i	1	758-780	1	o759-781i
IPI00432740	"SUSD3 Isoform 1 of Sushi domain-containing protein 3"	Unclassified	Unclassified	Valid	1	0	o104-129i	1	106-128	1	o107-129i
IPI00432393	"SUSD4 Isoform 1 of Sushi domain-containing protein 4 precursor"	Unclassified	Unclassified	Valid	1	0	o322-342i	2	28-50,322-344	1	o319-341i
IPI00297224	"SUSD5 Sushi domain-containing protein 5"	Unclassified	Unclassified	Valid	1	0	o761-784i	1	757-779	1	o762-784i
IPI00445340	"SYAP1 CDNA FLJ44185 fis, clone THYMU2038772"	Unclassified	Unclassified	Invalid	1	0	i129-150o	1	134-156	1	i127-149o
IPI00749005	"SYNE1 1011 kDa protein"	Unclassified	Unclassified	Valid	1	0	o8749-8769i	ERROR	ERROR	0	o
IPI00239406	"SYNE2 Isoform 2 of Nesprin-2"	Unclassified	Unclassified	Valid	1	0	o6854-6875i	ERROR	ERROR	0	o
IPI00299193	"SYNJ2BP Synaptojanin-2-binding protein"	Unclassified	Unclassified	Valid	1	0	o118-139i	1	117-138	1	o117-139i
IPI00395894	"SYS1 Protein SYS1 homolog"	Unclassified	Unclassified	Valid	4	0	i12-36o65-85i92-110o116-138i	4	4-26,28-50,76-98,117-139	4	i13-35o66-85i92-111o116-138i
IPI00443664	"SYT15 CDNA FLJ46793 fis, clone TRACH3029592"	Unclassified	Unclassified	Invalid	1	0	i102-122o	0	0	1	i100-122o
IPI00166996	"SYVN1 Isoform 1 of E3 ubiquitin-protein ligase synoviolin precursor"	Unclassified	Unclassified	Valid	5	Y	n4-15c20/21o44-66i103-120o140-160i172-194o224-245i	4	20-42,118-140,153-175,199-221	5	i13-35o83-100i113-135o150-172i193-215o
IPI00296215	"TACSTD1 Tumor-associated calcium signal transducer 1 precursor"	Unclassified	Unclassified	Valid	1	Y	n6-17c23/24o266-289i	1	240-262	1	o243-265i
IPI00297910	"TACSTD2 Tumor-associated calcium signal transducer 2 precursor"	Unclassified	Unclassified	Valid	1	Y	n14-25c30/31o273-298i	1	245-267	1	o245-267i
IPI00386939	"TANC2 CDNA FLJ11824 fis, clone HEMBA1006492"	Unclassified	Unclassified	Valid	2	0	o229-246i253-274o	3	180-202,225-246,254-276	2	o226-245i252-274o
IPI00645962	"TAPBP Isoform 3 of Tapasin precursor"	Unclassified	Unclassified	Valid	1	Y	n4-15c20/21o416-437i	1	395-417	1	o394-416i
IPI00792503	"TAPBP TAP binding protein"	Unclassified	Unclassified	Valid	1	Y	n4-15c20/21o416-437i	1	395-417	1	o394-416i
IPI00306774	"TAPBPL Tapasin-related protein precursor"	Unclassified	Unclassified	Valid	1	Y	n6-16c21/22o407-426i	1	386-405	1	o386-405i
IPI00166468	"TAPT1 transmembrane anterior posterior transformation 1"	Unclassified	Unclassified	Valid	5	0	o111-139i160-179o242-267i404-421o427-452i	6	117-139,158-180,237-259,338-360,402-424,430-452	5	o122-144i157-179o236-258i397-419o429-451i
IPI00329790	"TAZ Isoform 5 of Tafazzin"	Unclassified	Unclassified	Valid	1	0	o15-34i	0	0	1	o15-35i
IPI00551003	"TBC1D19 TBC1 domain family member 19"	Unclassified	Unclassified	Valid	4	0	o408-426i447-465o471-491i503-523o	2	462-484,499-521	2	o468-490i503-525o
IPI00060314	"TBC1D20 CDNA FLJ45119 fis, clone BRAWH3035914"	Unclassified	Unclassified	Valid	3	0	i237-254o266-285i395-416o	1	393-415	2	o263-285i390-412o
IPI00022450	"TBC1D5 TBC1 domain family member 5"	Unclassified	Unclassified	Valid	2	0	o349-376i388-410o	1	350-372	0	o
IPI00008472	"TBL1XR1 DC42"	Unclassified	Unclassified	Invalid	2	0	i28-47o67-85i	2	26-48,68-89	2	i25-47o62-84i
IPI00399012	"tcag7.875 similar to amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2"	Unclassified	Unclassified	Invalid	2	0	i101-122o142-158i	0	0	1	i104-126o
IPI00248893	"tcag7.977 hypothetical protein"	Unclassified	Unclassified	Valid	5	0	o57-78i197-219o231-251i263-282o294-316i	0	0	4	o197-219i231-253o263-281i294-316o
IPI00328181	"TCIRG1 T-cell, immune regulator 1 isoform a"	Unclassified	Unclassified	Valid	8	Y	n10-17c22/23o398-423i444-461o512-530i537-555o575-593i600-619o631-656i766-791o	7	373-395,422-444,515-537,545-567,575-597,608-630,753-775	8	o378-400i421-438o486-508i515-537o552-571i578-597o612-634i744-766o
IPI00027997	"TCTA T-cell leukemia translocation-altered gene protein"	Unclassified	Unclassified	Valid	1	Y	n7-18c22/23o38-60i	1	12754	1	i20-42o
IPI00443659	"TCTN1 CDNA FLJ46560 fis, clone THYMU3040146"	Unclassified	Unclassified	Invalid	1	0	o12-30i	2	8-30,50-72	1	i13-30o
IPI00739876	"TCTN3 Tectonic-3 precursor"	Unclassified	Unclassified	Valid	1	0	o605-622i	3	22-41,505-527,603-624	1	o598-620i
IPI00446660	"TDF Tumor differentiation factor"	Unclassified	Unclassified	Invalid	1	0	o64-86i	1	67-89	1	i64-86o
IPI00008499	"TDGF1 Teratocarcinoma-derived growth factor 1 precursor"	Unclassified	Unclassified	Valid	1	0	i12-32o	0	0	1	i9-31o
IPI00020964	"TDGF3 Teratocarcinoma-derived growth factor 2"	Unclassified	Unclassified	Invalid	1	0	i12-32o	0	0	1	i9-31o
IPI00384419	"TDRD9 TDRD9 protein"	Unclassified	Unclassified	Valid	2	0	o610-632i738-756o	2	609-631,1008-1030	0	o
IPI00009982	"TDRKH Isoform 1 of Tudor and KH domain-containing protein"	Unclassified	Unclassified	Valid	2	0	o17-34i559-580o	0	0	1	i17-34o
IPI00023051	"TECTA Alpha-tectorin precursor"	Unclassified	Unclassified	Valid	1	Y	n9-19c24/25o2130-2149i	2	30-52,2104-2126	0	o
IPI00217031	"TEDDM1 Transmembrane epididymal protein 1"	Unclassified	Unclassified	Invalid	6	0	i26-46o69-87i99-117o129-150i162-179o199-224i	5	32-54,72-92,127-149,160-182,196-218	5	o26-48i97-119o129-151i158-180o195-217i
IPI00847321	"TEGT testis enhanced gene transcript (BAX inhibitor 1) isoform 2"	Unclassified	Unclassified	Valid	6	0	i88-105o111-131i143-165o171-191i198-218o224-245i	7	88-110,112-131,144-166,170-191,203-225,234-256,263-285	6	i88-105o109-131i143-165o170-192i199-221o225-244i
IPI00384469	"TERT Isoform 2 of Telomerase reverse transcriptase"	Unclassified	Unclassified	Valid	1	0	o544-563i	1	145-167	0	o
IPI00396122	"TESSP5 testis serine protease 5"	Unclassified	Unclassified	Invalid	1	0	i205-223o	0	0	1	i202-224o
IPI00549664	"TEX10 Testis-expressed sequence 10 protein"	Unclassified	Unclassified	Valid	2	0	o793-811i823-844o	4	315-337,755-777,789-811,824-846	0	o
IPI00217261	"TEX2 Isoform 2 of Testis-expressed sequence 2 protein"	Unclassified	Unclassified	Valid	2	0	o471-489i496-516o	2	469-491,497-518	2	o471-488i495-517o
IPI00163486	"TEX261 Protein TEX261"	Unclassified	Unclassified	Valid	5	0	o6-31i43-62o68-90i97-116o128-147i	4	6-28,44-66,78-100,123-145	4	i7-29o44-63i70-92o125-147i
IPI00796519	"TEX264 Testis expressed sequence 264 variant"	Unclassified	Unclassified	Valid	1	0	i43-66o	1	47-69	1	i43-65o
IPI00289943	"TEX28;TEX28P2;TEX28P1 Testis-specific protein TEX28"	Unclassified	Unclassified	Valid	2	0	i332-351o357-377i	1	346-368	1	o336-358i
IPI00796467	"TF 11 kDa protein"	Unclassified	Unclassified	Valid	1	0	o14-33i	1	12359	1	o10-32i
IPI00465177	"TGFA Transforming growth factor-alpha variant I"	Unclassified	Unclassified	Valid	1	Y	n6-17c22/23o99-121i	1	79-101	1	o77-99i
IPI00304865	"TGFBR3 transforming growth factor, beta receptor III"	Unclassified	Unclassified	Valid	1	Y	n6-17c22/23o785-809i	1	764-786	1	o765-787i
IPI00012545	"TGOLN2 Isoform TGN51 of Trans-Golgi network integral membrane protein 2 precursor"	Unclassified	Unclassified	Valid	1	Y	n3-10c15/16o385-402i	1	367-387	1	o370-387i
IPI00010737	"THBD Thrombomodulin precursor"	Unclassified	Unclassified	Valid	1	Y	n4-15c23/24o517-539i	1	489-511	1	o494-516i
IPI00032929	"THSD1 Isoform 1 of Thrombospondin type-1 domain-containing protein 1 precursor"	Unclassified	Unclassified	Valid	1	Y	n11-17c22/23o414-436i	1	392-414	1	o392-414i
IPI00419784	"THSD4 Isoform 3 of Thrombospondin type-1 domain-containing protein 4 precursor"	Unclassified	Unclassified	Valid	1	Y	n3-11c19/20o164-185i	0	0	1	o144-166i
IPI00741524	"THSD7A Thrombospondin type-1 domain-containing protein 7A precursor"	Unclassified	Unclassified	Valid	1	Y	n22-40c49/50o1607-1630i	1	1558-1580	1	o1558-1580i
IPI00028492	"THSD7B Thrombospondin type-1 domain-containing protein 7B precursor"	Unclassified	Unclassified	Valid	1	Y	n20-27c31/32o1559-1583i	1	1528-1550	1	o1529-1551i
IPI00062700	"TIMD4 T-cell immunoglobulin and mucin domain-containing protein 4 precursor"	Unclassified	Unclassified	Valid	1	Y	n6-19c24/25o315-336i	1	290-312	1	o290-312i
IPI00016207	"TIMM17A Mitochondrial import inner membrane translocase subunit Tim17-A"	Unclassified	Unclassified	Valid	0	0	o	3	16-38,58-80,114-136	1	o111-133i
IPI00219833	"TIMM17B Mitochondrial import inner membrane translocase subunit Tim17-B"	Unclassified	Unclassified	Valid	1	0	o110-133i	2	15-37,117-139	1	o111-133i
IPI00001141	"TIMM22 Mitochondrial import inner membrane translocase subunit Tim22"	Unclassified	Unclassified	Valid	2	0	i69-94o174-193i	2	71-93,173-194	2	i70-92o174-193i
IPI00007309	"TIMM23 Mitochondrial import inner membrane translocase subunit Tim23"	Unclassified	Unclassified	Valid	2	0	i75-96o126-145i	0	0	3	i74-96o123-145i172-194o
IPI00640747	"TIMM23B similar to Mitochondrial import inner membrane translocase subunit Tim23 isoform 1"	Unclassified	Unclassified	Invalid	2	0	i75-96o126-145i	0	0	2	i74-96o123-145i
IPI00656071	"TIMM50 Isoform 1 of Import inner membrane translocase subunit TIM50, mitochondrial precursor"	Unclassified	Unclassified	Valid	1	0	i66-87o	0	0	1	i66-88o
IPI00060523	"TLCD1 TLC domain-containing protein 1 precursor"	Unclassified	Unclassified	Valid	5	Y	n8-19c24/25o48-67i79-96o129-153i173-190o202-222i	5	23-45,56-78,90-112,117-139,179-201	5	o20-42i55-72o106-128i149-171o181-203i
IPI00031551	"TLE4 Protein BCE-1"	Unclassified	Unclassified	Valid	1	0	i65-82o	2	37-59,61-81	1	i63-82o
IPI00513930	"TLE4 Transducin-like enhancer of split 4"	Unclassified	Unclassified	Valid	1	0	o132-154i	1	126-148	1	o132-154i
IPI00019004	"TLOC1 Translocation protein SEC62"	Unclassified	Unclassified	Valid	2	0	i197-218o224-255i	2	192-214,230-252	2	i196-218o233-255i
IPI00104219	"TM2D1 Beta-amyloid binding protein precursor"	Unclassified	Unclassified	Valid	2	0	i181-198o210-230i	2	179-200,209-231	0	o
IPI00032696	"TM2D2 Isoform 1 of TM2 domain-containing protein 2 precursor"	Unclassified	Unclassified	Valid	2	Y	n3-14c22/23o149-168i180-203o	2	123-145,159-181	2	o127-149i158-180o
IPI00022654	"TM2D3 Isoform 1 of TM2 domain-containing protein 3 precursor"	Unclassified	Unclassified	Valid	2	Y	n17-28c37/38o184-204i216-238o	2	151-167,182-204	2	i145-164o179-201i
IPI00792698	"TM4SF19;TCTEX1D2 5 kDa protein"	Unclassified	Unclassified	Valid	1	0	o18-37i	0	0	1	o15-37i
IPI00747931	"TM6SF1 Transmembrane 6 superfamily member 1 variant (Fragment)"	Unclassified	Unclassified	Valid	7	Y	n3-12c16/17o32-54i63-82o117-135i142-162o221-242i271-290o336-357i	7	18-38,45-67,97-119,125-147,153-174,203-225,254-276	8	o15-34i47-66o100-119i126-148o154-176i203-225o253-275i320-342o
IPI00478358	"TM6SF2 transmembrane 6 superfamily member 2"	Unclassified	Unclassified	Valid	7	Y	n10-18c23/24o33-52i64-83o103-128i140-162o168-187i219-240o269-287i	8	10-32,38-60,85-107,118-140,145-167,197-219,242-264,307-329	7	o10-32i41-60o83-105i117-139o149-168i196-215o244-266i
IPI00009797	"TM7SF3 Transmembrane 7 superfamily member 3 precursor"	Unclassified	Unclassified	Valid	7	Y	n3-13c21/22o296-313i320-336o348-367i374-394o406-423i430-451o485-503i	7	226-248,272-294,299-321,325-347,352-374,397-419,457-479	7	o275-292i299-321o326-348i350-372o387-409i416-438o458-480i
IPI00006545	"TM7SF4 Transmembrane 7 superfamily member 4"	Unclassified	Unclassified	Valid	6	0	i32-56o62-85i97-115o214-231i293-318o377-398i	6	1-21,28-50,63-85,210-231,298-320,383-405	6	i32-54o58-75i96-115o214-236i293-315o376-398i
IPI00290452	"TMBIM1 Transmembrane BAX inhibitor motif-containing protein 1"	Unclassified	Unclassified	Valid	7	0	i102-123o135-153i165-186o192-210i222-245o251-273i285-307o	7	103-125,135-156,161-183,189-211,220-242,247-269,286-308	7	i102-124o134-156i163-185o190-212i219-241o245-267i286-308o
IPI00030035	"TMBIM4 MDS013"	Unclassified	Unclassified	Valid	7	0	i85-106o118-136i143-163o169-190i202-221o227-245i257-279o	7	85-107,115-137,144-166,169-191,196-218,224-246,257-279	7	i85-107o117-136i143-165o170-192i199-221o226-243i256-278o
IPI00291387	"TMC1 Transmembrane channel-like protein 1"	Unclassified	Unclassified	Valid	8	0	i196-217o237-259i271-293o366-387i408-430o442-462i635-656o696-716i	9	189-211,275-297,363-385,410-432,439-461,528-550,576-598,636-658,697-719	6	i190-212o271-293i363-385o437-459i635-657o696-718i
IPI00152536	"TMC2 Isoform 1 of Transmembrane channel-like protein 2"	Unclassified	Unclassified	Valid	9	0	o258-281i340-361o431-452i472-493o505-524i592-612o651-673i694-715o751-775i	9	254-276,339-361,429-451,472-494,507-529,588-610,636-658,694-716,749-771	9	o254-276i335-357o429-451i472-491o506-525i592-614o644-666i694-716o753-775i
IPI00374748	"TMC3 Isoform 1 of Transmembrane channel-like protein 3"	Unclassified	Unclassified	Valid	10	0	i137-164o195-213i225-245o319-340i361-382o394-414i515-536o568-586i618-639o679-699i	11	108-125,142-164,224-245,263-281,315-337,361-383,394-416,509-531,576-598,619-640,673-695	10	i142-164o194-213i226-245o318-340i361-380o395-414i510-532o569-591i617-639o677-699i
IPI00465243	"TMC4 Isoform 2 of Transmembrane channel-like protein 4"	Unclassified	Unclassified	Valid	8	0	i169-191o251-270i345-369o394-414i426-449o484-502i589-613o655-678i	9	168-190,258-280,344-366,389-411,426-448,484-505,542-564,590-612,647-669	8	i170-192o248-270i349-371o391-413i426-448o543-565i586-608o655-677i
IPI00470897	"TMC5 Isoform 1 of Transmembrane channel-like protein 5"	Unclassified	Unclassified	Valid	11	0	o455-474i486-507o527-545i616-641o656-678i690-714o734-754i785-811o831-857i878-898o904-923i	9	457-479,526-548,619-641,656-678,691-713,733-754,779-801,833-855,900-922	9	o451-473i486-508o523-545i619-641o656-678i691-713o787-809i835-857o901-923i
IPI00179046	"TMC6 Isoform 1 of Transmembrane channel-like protein 6"	Unclassified	Unclassified	Valid	11	0	o205-224i245-271o341-361i431-455o470-494i506-529o549-571i592-612o618-638i650-673o722-740i	10	209-231,247-269,342-364,436-458,473-495,509-530,552-574,604-626,649-671,719-741	10	o212-234i255-277o339-361i433-455o470-492i513-530o553-575i596-618o651-673i723-745o
IPI00375845	"TMC7 Transmembrane channel-like protein 7"	Unclassified	Unclassified	Valid	9	0	o169-192i213-231o266-284i363-384o404-425i495-513o555-578i599-620o667-688i	11	172-193,219-240,263-284,362-384,404-426,442-464,494-516,546-568,572-594,601-623,664-686	9	o169-191i218-240o260-282i363-385o398-420i498-515o556-578i599-621o666-688i
IPI00302538	"TMC8 Isoform 1 of Transmembrane channel-like protein 8"	Unclassified	Unclassified	Valid	10	0	i115-137o170-191i203-225o299-320i332-361o373-393i427-447o488-509i530-551o599-620i	10	114-136,198-220,299-321,336-358,375-397,427-448,488-509,530-552,568-590,598-620	8	i116-138o199-221i299-321o336-358i431-453o487-509i530-552o593-615i
IPI00333063	"TMCC1 Transmembrane and coiled-coil domains protein 1"	Unclassified	Unclassified	Valid	2	0	o589-612i624-645o	2	590-612,620-642	2	o592-614i621-638o
IPI00418557	"TMCC2 Transmembrane and coiled-coil domains protein 2"	Unclassified	Unclassified	Valid	2	0	o646-669i676-695o	2	644-666,682-704	2	o646-668i675-692o
IPI00240059	"TMCC3 Transmembrane and coiled-coil domains protein 3"	Unclassified	Unclassified	Valid	1	0	o410-433i	2	409-431,443-465	2	o415-437i444-466o
IPI00026111	"TMCO1 Isoform 1 of Transmembrane and coiled-coil domain-containing protein 1"	Unclassified	Unclassified	Valid	2	0	o6-30i91-109o	1	40023	2	o10-31i90-109o
IPI00028872	"TMCO2 Transmembrane and coiled-coil domain-containing protein 2"	Unclassified	Unclassified	Valid	1	0	o53-71i	1	48-70	1	o49-71i
IPI00016665	"TMCO3 Isoform 1 of Transmembrane and coiled-coil domain-containing protein 3 precursor"	Unclassified	Unclassified	Valid	10	Y	n8-16c22/23o280-306i318-337o357-375i428-450o456-478i499-518o554-572i579-602o608-629i641-660o	10	259-281,297-319,331-352,393-415,431-453,475-497,499-521,530-552,559-581,616-638	11	i263-285o295-317i329-351o356-378i391-413o433-455i476-498o532-551i558-580o585-607i620-642o
IPI00299169	"TMCO4 Isoform 1 of Transmembrane and coiled-coil domain-containing protein 4"	Unclassified	Unclassified	Valid	2	0	i190-216o222-249i	4	196-218,230-251,280-301,343-365	3	i190-212o227-249i344-366o
IPI00167051	"TMCO5 Isoform 1 of Transmembrane and coiled-coil domain-containing protein 5"	Unclassified	Unclassified	Valid	1	0	i224-244o	1	224-246	1	i224-246o
IPI00791699	"TMCO6 Isoform 2 of Transmembrane and coiled-coil domain-containing protein 6"	Unclassified	Unclassified	Valid	2	0	i344-363o393-415i	4	282-304,341-363,365-387,393-415	0	o
IPI00034201	"TMCO7 Isoform 1 of Transmembrane and coiled-coil domain-containing protein 7"	Unclassified	Unclassified	Valid	1	0	o468-488i	1	146-167	0	o
IPI00293588	"TMEFF1 Isoform 1 of Tomoregulin-1 precursor"	Unclassified	Unclassified	Valid	2	0	i12-34o330-352i	2	14-35,326-348	2	i12-34o330-352i
IPI00296286	"TMEFF2 Isoform 1 of Tomoregulin-2 precursor"	Unclassified	Unclassified	Valid	2	0	i12-33o319-341i	2	17-39,320-342	2	i13-32o319-341i
IPI00552243	"TMEM1 Putative uncharacterized protein DKFZp667I0321 (Fragment)"	Unclassified	Unclassified	Invalid	0	Y	n7-18c22/23o	3	10-32,47-69,95-117	2	i61-83o93-115i
IPI00411486	"TMEM10 Transmembrane protein 10"	Unclassified	Unclassified	Valid	1	0	o30-53i	1	29-51	1	o31-53i
IPI00305416	"TMEM100 Transmembrane protein 100"	Unclassified	Unclassified	Valid	2	0	i57-78o84-109i	2	54-76,84-106	2	i53-75o85-107i
IPI00063666	"TMEM101 Transmembrane protein 101"	Unclassified	Unclassified	Valid	7	Y	n12-23c30/31o54-71i78-101o113-131i143-159o179-199i206-225o237-255i	6	24-43,47-69,79-101,110-132,144-166,171-193	5	o20-42i47-69o79-101i113-130o150-172i
IPI00789609	"TMEM103 16 kDa protein"	Unclassified	Unclassified	Valid	1	0	i125-142o	2	66-88,124-143	1	i125-142o
IPI00167604	"TMEM105 Transmembrane protein 105"	Unclassified	Unclassified	Invalid	1	0	o20-43i	1	19-41	1	i21-43o
IPI00059187	"TMEM106A;FLJ77644 Transmembrane protein 106A"	Unclassified	Unclassified	Invalid	1	0	i94-115o	2	100-122,140-162	1	i94-116o
IPI00395903	"TMEM106B Transmembrane protein 106B"	Unclassified	Unclassified	Valid	1	0	i96-117o	1	98-120	1	i96-118o
IPI00031597	"TMEM106C Isoform 1 of Transmembrane protein 106C"	Unclassified	Unclassified	Valid	2	0	i87-107o199-218i	2	88-110,201-223	2	i87-109o195-217i
IPI00444212	"TMEM107 Isoform 2 of Transmembrane protein 107"	Unclassified	Unclassified	Valid	1	0	i12-30o	1	40054	1	i7-29o
IPI00031907	"TMEM108 Isoform 1 of Transmembrane protein 108 precursor"	Unclassified	Unclassified	Valid	1	Y	n10-21c26/27o469-490i	1	440-462	1	o443-465i
IPI00031697	"TMEM109 Transmembrane protein 109 precursor"	Unclassified	Unclassified	Valid	4	Y	n17-28c33/34o84-110i131-153o159-179i186-204o	4	55-77,96-118,125-147,149-171	4	i51-73o97-119i126-143o153-172i
IPI00478648	"TMEM110 Uncharacterized protein TMEM110"	Unclassified	Unclassified	Valid	5	0	o38-57i69-91o103-129i150-176o196-217i	4	33-54,104-126,153-175,191-213	5	o32-54i67-89o104-126i157-179o194-213i
IPI00020472	"TMEM111 Isoform 1 of Transmembrane protein 111"	Unclassified	Unclassified	Valid	3	0	o12-34i115-136o169-188i	3	16-38,115-137,165-187	2	o15-37i115-137o
IPI00170517	"TMEM115 Transmembrane protein 115"	Unclassified	Unclassified	Valid	6	0	i12-37o57-86i98-121o127-149i161-180o186-205i	4	20-42,86-108,165-187,228-249	6	i13-35o98-120i127-149o164-183i190-208o223-245i
IPI00306613	"TMEM116 TMEM116 protein"	Unclassified	Unclassified	Valid	5	Y	n2-9c14/15o30-53i74-93o141-165i198-216o228-251i	3	17-39,130-152,185-206	5	o15-37i68-90o129-151i184-201o216-238i
IPI00031041	"TMEM117 Transmembrane protein 117"	Unclassified	Unclassified	Valid	8	0	i12-31o69-87i108-132o152-176i197-217o237-255i302-319o395-414i	7	13-35,63-85,109-131,198-220,237-259,300-322,391-413	7	o13-30i66-88o108-130i200-222o237-254i302-319o395-417i
IPI00296147	"TMEM119 Transmembrane protein 119 precursor"	Unclassified	Unclassified	Valid	1	Y	n4-17c25/26o94-117i	1	65-87	1	o70-92i
IPI00470533	"TMEM120A Isoform 1 of Transmembrane protein 120A"	Unclassified	Unclassified	Valid	6	0	i136-156o162-181i193-211o223-240i267-285o305-329i	5	138-160,162-184,190-212,270-292,302-324	5	o138-156i163-182o192-214i266-288o308-330i
IPI00815976	"TMEM120B Transmembrane protein 120B"	Unclassified	Unclassified	Valid	6	0	i132-153o159-177i189-207o219-236i263-281o301-325i	4	134-156,158-180,264-286,303-325	6	i102-124o134-152i159-178o188-210i268-290o305-327i
IPI00019336	"TMEM121 Transmembrane protein 121"	Unclassified	Unclassified	Valid	7	0	i12-30o36-61i73-92o112-130i150-168o183-202i214-235o	6	10-32,42-64,74-96,112-134,182-204,213-235	6	i13-30o40-62i75-97o112-131i182-204o214-236i
IPI00217366	"TMEM123 Isoform 1 of Porimin precursor"	Unclassified	Unclassified	Invalid	1	Y	n10-25c33/34o169-191i	1	133-155	1	o136-158i
IPI00059631	"TMEM125 Transmembrane protein 125"	Unclassified	Unclassified	Valid	4	0	o33-56i68-87o114-137i144-168o	4	36-57,67-89,113-135,147-169	4	i34-56o66-83i114-136o146-168i
IPI00031064	"TMEM126A Transmembrane protein 126A"	Unclassified	Unclassified	Valid	1	0	o35-54i	2	32-54,107-128	2	i65-87o107-129i
IPI00020540	"TMEM126B Isoform 1 of Transmembrane protein 126B"	Unclassified	Unclassified	Valid	4	0	o72-92i104-121o141-161i196-217o	3	110-132,139-161,194-216	3	o71-93i140-162o196-218i
IPI00386215	"TMEM127 CDNA: FLJ22257 fis, clone HRC02873"	Unclassified	Unclassified	Valid	1	0	o99-120i	1	97-119	1	o99-121i
IPI00016455	"TMEM127 Transmembrane protein 127"	Unclassified	Unclassified	Valid	3	0	o91-117i129-150o170-196i	4	32-53,89-111,132-154,171-193	3	i91-113o128-150i171-193o
IPI00063419	"TMEM128 Isoform 1 of Transmembrane protein 128"	Unclassified	Unclassified	Valid	4	0	i48-66o78-106i118-138o144-164i	4	50-72,82-104,115-137,143-165	4	i48-66o81-103i116-138o142-164i
IPI00783798	"TMEM129 Transmembrane protein 129 precursor"	Unclassified	Unclassified	Valid	2	Y	n6-21c28/29o52-72i93-114o	2	64-86,98-120	2	o29-51i64-86o
IPI00828167	"TMEM130 Isoform 1 of Transmembrane protein 130 precursor"	Unclassified	Unclassified	Valid	1	Y	n12-22c27/28o340-362i	2	12-29,312-334	1	o313-335i
IPI00853149	"TMEM131 RW1 protein"	Unclassified	Unclassified	Valid	2	Y	n6-17c22/23o38-57i1118-1141o	2	15-37,1096-1118	2	o1061-1083i1096-1118o
IPI00012458	"TMEM133 Transmembrane protein 133"	Unclassified	Unclassified	Invalid	2	0	o38-56i92-111o	2	36-58,96-118	2	o38-55i92-114o
IPI00018576	"TMEM134 Isoform 1 of Transmembrane protein 134"	Unclassified	Unclassified	Valid	2	0	i123-144o156-179i	2	123-145,155-177	2	i123-145o155-177i
IPI00384207	"TMEM135 Isoform 1 of Transmembrane protein 135"	Unclassified	Unclassified	Valid	7	0	o68-89i96-116o155-171i258-278o298-318i330-354o380-400i	4	41-63,68-89,96-117,149-170	5	o67-89i96-115o147-169i300-322o332-354i
IPI00217915	"TMEM136 Isoform 1 of Transmembrane protein 136"	Unclassified	Unclassified	Valid	6	0	o6-26i38-55o75-94i101-120o162-182i191-212o	6	3-24,40-62,74-96,105-127,160-182,193-215	6	o4-26i38-57o72-94i101-120o159-181i194-216o
IPI00009350	"TMEM138 Isoform 1 of Transmembrane protein 138"	Unclassified	Unclassified	Valid	3	Y	n8-18c26/27o36-61i82-99o111-133i	3	19-41,54-75,85-107	2	i13-35o55-74i
IPI00410502	"TMEM139 Transmembrane protein 139 precursor"	Unclassified	Unclassified	Valid	1	Y	n14-24c29/30o39-59i	1	11567	1	o10-32i
